year,quarter,country,sex,age,pesel,iso3c,iso3c_grok,ukr
2018,3,BRYTYJSKIE,m,40-44,743,GBR,GBR,
2018,3,BRYTYJSKIE,f,18-20,34,GBR,GBR,
2018,3,BRYTYJSKIE,m,35-39,658,GBR,GBR,
2018,3,BRYTYJSKIE,m,50-54,733,GBR,GBR,
2018,3,BRYTYJSKIE,m,30-34,441,GBR,GBR,
2018,3,BRYTYJSKIE,m,25-29,237,GBR,GBR,
2018,3,BRYTYJSKIE,m,17,223,GBR,GBR,
2018,3,BRYTYJSKIE,m,45-49,754,GBR,GBR,
2018,3,BRYTYJSKIE,f,45-49,155,GBR,GBR,
2018,3,BRYTYJSKIE,m,55-59,577,GBR,GBR,
2018,3,BRYTYJSKIE,f,17,196,GBR,GBR,
2018,3,BRYTYJSKIE,f,30-34,176,GBR,GBR,
2018,3,BRYTYJSKIE,f,40-44,148,GBR,GBR,
2018,3,BRYTYJSKIE,f,60+,310,GBR,GBR,
2018,3,BRYTYJSKIE,m,65+,712,GBR,GBR,
2018,3,BRYTYJSKIE,f,55-59,126,GBR,GBR,
2018,3,BRYTYJSKIE,m,20-24,67,GBR,GBR,
2018,3,BRYTYJSKIE,f,50-54,162,GBR,GBR,
2018,3,BRYTYJSKIE,m,60-64,374,GBR,GBR,
2018,3,BRYTYJSKIE,f,35-39,197,GBR,GBR,
2018,3,BRYTYJSKIE,f,25-29,112,GBR,GBR,
2018,3,BRYTYJSKIE,m,18-20,46,GBR,GBR,
2018,3,BRYTYJSKIE,f,20-24,56,GBR,GBR,
2018,3,BUŁGARSKIE,f,60+,303,BGR,BGR,
2018,3,BUŁGARSKIE,m,17,630,BGR,BGR,
2018,3,BUŁGARSKIE,f,17,573,BGR,BGR,
2018,3,BUŁGARSKIE,m,25-29,386,BGR,BGR,
2018,3,BUŁGARSKIE,m,35-39,664,BGR,BGR,
2018,3,BUŁGARSKIE,f,30-34,388,BGR,BGR,
2018,3,BUŁGARSKIE,f,50-54,221,BGR,BGR,
2018,3,BUŁGARSKIE,f,40-44,364,BGR,BGR,
2018,3,BUŁGARSKIE,f,25-29,318,BGR,BGR,
2018,3,BUŁGARSKIE,f,35-39,365,BGR,BGR,
2018,3,BUŁGARSKIE,f,18-20,95,BGR,BGR,
2018,3,BUŁGARSKIE,f,45-49,276,BGR,BGR,
2018,3,BUŁGARSKIE,f,55-59,200,BGR,BGR,
2018,3,BUŁGARSKIE,f,20-24,135,BGR,BGR,
2018,3,BUŁGARSKIE,m,18-20,81,BGR,BGR,
2018,3,BUŁGARSKIE,m,30-34,572,BGR,BGR,
2018,3,BUŁGARSKIE,m,40-44,612,BGR,BGR,
2018,3,BUŁGARSKIE,m,50-54,414,BGR,BGR,
2018,3,BUŁGARSKIE,m,45-49,554,BGR,BGR,
2018,3,BUŁGARSKIE,m,20-24,144,BGR,BGR,
2018,3,BUŁGARSKIE,m,55-59,392,BGR,BGR,
2018,3,BUŁGARSKIE,m,60-64,313,BGR,BGR,
2018,3,BUŁGARSKIE,m,65+,470,BGR,BGR,
2018,3,BURKIŃSKIE,f,25-29,1,BFA,BFA,
2018,3,BURKIŃSKIE,f,45-49,1,BFA,BFA,
2018,3,BURKIŃSKIE,m,30-34,1,BFA,BFA,
2018,3,BURKIŃSKIE,m,40-44,1,BFA,BFA,
2018,3,BURUNDYJSKIE,m,25-29,1,BDI,BDI,
2018,3,CHILIJSKIE,m,50-54,1,CHL,CHL,
2018,3,CHILIJSKIE,m,30-34,10,CHL,CHL,
2018,3,CHILIJSKIE,f,40-44,2,CHL,CHL,
2018,3,CHILIJSKIE,m,35-39,4,CHL,CHL,
2018,3,CHILIJSKIE,f,30-34,1,CHL,CHL,
2018,3,CHILIJSKIE,f,20-24,1,CHL,CHL,
2018,3,CHILIJSKIE,f,25-29,3,CHL,CHL,
2018,3,CHILIJSKIE,f,35-39,1,CHL,CHL,
2018,3,CHILIJSKIE,f,50-54,1,CHL,CHL,
2018,3,CHILIJSKIE,m,40-44,2,CHL,CHL,
2018,3,CHILIJSKIE,m,25-29,3,CHL,CHL,
2018,3,CHILIJSKIE,m,20-24,2,CHL,CHL,
2018,3,CHILIJSKIE,m,45-49,1,CHL,CHL,
2018,3,CHILIJSKIE,m,55-59,1,CHL,CHL,
2018,3,CHILIJSKIE,m,17,1,CHL,CHL,
2018,3,CHIŃSKIE,f,17,137,CHN,CHN,
2018,3,CHIŃSKIE,m,17,145,CHN,CHN,
2018,3,CHIŃSKIE,f,20-24,142,CHN,CHN,
2018,3,CHIŃSKIE,m,25-29,166,CHN,CHN,
2018,3,CHIŃSKIE,f,35-39,132,CHN,CHN,
2018,3,CHIŃSKIE,f,25-29,143,CHN,CHN,
2018,3,CHIŃSKIE,f,18-20,78,CHN,CHN,
2018,3,CHIŃSKIE,f,55-59,41,CHN,CHN,
2018,3,CHIŃSKIE,f,45-49,61,CHN,CHN,
2018,3,CHIŃSKIE,f,40-44,80,CHN,CHN,
2018,3,CHIŃSKIE,f,30-34,133,CHN,CHN,
2018,3,CHIŃSKIE,m,30-34,157,CHN,CHN,
2018,3,CHIŃSKIE,m,18-20,35,CHN,CHN,
2018,3,CHIŃSKIE,m,60-64,20,CHN,CHN,
2018,3,CHIŃSKIE,m,40-44,95,CHN,CHN,
2018,3,CHIŃSKIE,m,55-59,29,CHN,CHN,
2018,3,CHIŃSKIE,m,45-49,75,CHN,CHN,
2018,3,CHIŃSKIE,m,35-39,176,CHN,CHN,
2018,3,CHIŃSKIE,m,50-54,37,CHN,CHN,
2018,3,CHIŃSKIE,m,20-24,94,CHN,CHN,
2018,3,CHIŃSKIE,f,50-54,25,CHN,CHN,
2018,3,CHIŃSKIE,f,60+,24,CHN,CHN,
2018,3,CHIŃSKIE,m,65+,14,CHN,CHN,
2018,3,CHORWACKIE,m,60-64,30,HRV,HRV,
2018,3,CHORWACKIE,m,30-34,85,HRV,HRV,
2018,3,CHORWACKIE,m,40-44,71,HRV,HRV,
2018,3,CHORWACKIE,m,35-39,80,HRV,HRV,
2018,3,CHORWACKIE,f,35-39,32,HRV,HRV,
2018,3,CHORWACKIE,f,25-29,77,HRV,HRV,
2018,3,CHORWACKIE,f,20-24,14,HRV,HRV,
2018,3,CHORWACKIE,f,30-34,64,HRV,HRV,
2018,3,CHORWACKIE,m,25-29,63,HRV,HRV,
2018,3,CHORWACKIE,m,45-49,58,HRV,HRV,
2018,3,CHORWACKIE,m,20-24,20,HRV,HRV,
2018,3,CHORWACKIE,m,55-59,30,HRV,HRV,
2018,3,CHORWACKIE,m,50-54,55,HRV,HRV,
2018,3,CHORWACKIE,f,45-49,11,HRV,HRV,
2018,3,CHORWACKIE,f,55-59,4,HRV,HRV,
2018,3,CHORWACKIE,f,40-44,42,HRV,HRV,
2018,3,CHORWACKIE,f,17,21,HRV,HRV,
2018,3,CHORWACKIE,m,17,28,HRV,HRV,
2018,3,CHORWACKIE,m,18-20,4,HRV,HRV,
2018,3,CHORWACKIE,m,65+,58,HRV,HRV,
2018,3,CHORWACKIE,f,60+,11,HRV,HRV,
2018,3,CHORWACKIE,f,50-54,10,HRV,HRV,
2018,3,CHORWACKIE,f,18-20,1,HRV,HRV,
2018,3,CYPRYJSKIE,m,40-44,14,CYP,CYP,
2018,3,CYPRYJSKIE,f,35-39,4,CYP,CYP,
2018,3,CYPRYJSKIE,m,30-34,5,CYP,CYP,
2018,3,CYPRYJSKIE,f,40-44,2,CYP,CYP,
2018,3,CYPRYJSKIE,f,25-29,6,CYP,CYP,
2018,3,CYPRYJSKIE,f,20-24,3,CYP,CYP,
2018,3,CYPRYJSKIE,f,50-54,2,CYP,CYP,
2018,3,CYPRYJSKIE,m,25-29,7,CYP,CYP,
2018,3,CYPRYJSKIE,m,35-39,13,CYP,CYP,
2018,3,CYPRYJSKIE,m,45-49,10,CYP,CYP,
2018,3,CYPRYJSKIE,m,60-64,9,CYP,CYP,
2018,3,CYPRYJSKIE,m,50-54,12,CYP,CYP,
2018,3,CYPRYJSKIE,m,65+,8,CYP,CYP,
2018,3,CYPRYJSKIE,m,20-24,1,CYP,CYP,
2018,3,CYPRYJSKIE,m,18-20,1,CYP,CYP,
2018,3,CYPRYJSKIE,m,55-59,8,CYP,CYP,
2018,3,CYPRYJSKIE,f,17,4,CYP,CYP,
2018,3,CYPRYJSKIE,m,17,2,CYP,CYP,
2018,3,CYPRYJSKIE,f,45-49,1,CYP,CYP,
2018,3,CYPRYJSKIE,f,60+,4,CYP,CYP,
2018,3,CYPRYJSKIE,f,55-59,2,CYP,CYP,
2018,3,CZADYJSKIE,m,25-29,1,TCD,TCD,
2018,3,CZARNOGÓRSKIE,m,30-34,3,MNE,MNE,
2018,3,CZARNOGÓRSKIE,f,17,2,MNE,MNE,
2018,3,CZARNOGÓRSKIE,f,25-29,5,MNE,MNE,
2018,3,CZARNOGÓRSKIE,f,20-24,3,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,18-20,1,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,25-29,5,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,50-54,1,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,55-59,2,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,35-39,3,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,17,1,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,45-49,2,MNE,MNE,
2018,3,CZARNOGÓRSKIE,m,20-24,1,MNE,MNE,
2018,3,CZESKIE,m,35-39,263,CZE,CZE,
2018,3,CZESKIE,f,55-59,57,CZE,CZE,
2018,3,CZESKIE,m,60-64,102,CZE,CZE,
2018,3,CZESKIE,m,30-34,221,CZE,CZE,
2018,3,CZESKIE,f,40-44,209,CZE,CZE,
2018,3,CZESKIE,f,60+,254,CZE,CZE,
2018,3,CZESKIE,m,50-54,160,CZE,CZE,
2018,3,CZESKIE,f,25-29,142,CZE,CZE,
2018,3,CZESKIE,f,17,143,CZE,CZE,
2018,3,CZESKIE,f,35-39,220,CZE,CZE,
2018,3,CZESKIE,f,45-49,138,CZE,CZE,
2018,3,CZESKIE,f,30-34,182,CZE,CZE,
2018,3,CZESKIE,f,20-24,69,CZE,CZE,
2018,3,CZESKIE,m,45-49,247,CZE,CZE,
2018,3,CZESKIE,m,25-29,157,CZE,CZE,
2018,3,CZESKIE,m,17,124,CZE,CZE,
2018,3,CZESKIE,m,20-24,46,CZE,CZE,
2018,3,CZESKIE,m,40-44,312,CZE,CZE,
2018,3,CZESKIE,m,18-20,15,CZE,CZE,
2018,3,CZESKIE,m,65+,131,CZE,CZE,
2018,3,CZESKIE,f,50-54,72,CZE,CZE,
2018,3,CZESKIE,f,18-20,15,CZE,CZE,
2018,3,CZESKIE,m,55-59,115,CZE,CZE,
2018,3,DOMINICKIE,m,45-49,1,DMA,DMA,
2018,3,DOMINICKIE,f,40-44,1,DMA,DMA,
2018,3,DOMINICKIE,m,18-20,1,DMA,DMA,
2018,3,DOMINIKAŃSKIE,m,30-34,6,DOM,DOM,
2018,3,DOMINIKAŃSKIE,m,65+,1,DOM,DOM,
2018,3,DOMINIKAŃSKIE,m,35-39,2,DOM,DOM,
2018,3,DOMINIKAŃSKIE,m,40-44,2,DOM,DOM,
2018,3,DOMINIKAŃSKIE,f,25-29,3,DOM,DOM,
2018,3,DOMINIKAŃSKIE,f,30-34,1,DOM,DOM,
2018,3,DOMINIKAŃSKIE,f,18-20,1,DOM,DOM,
2018,3,DOMINIKAŃSKIE,m,17,2,DOM,DOM,
2018,3,DOMINIKAŃSKIE,m,55-59,2,DOM,DOM,
2018,3,DUŃSKIE,m,35-39,96,DNK,DNK,
2018,3,DUŃSKIE,f,60+,243,DNK,DNK,
2018,3,DUŃSKIE,f,25-29,22,DNK,DNK,
2018,3,DUŃSKIE,f,35-39,38,DNK,DNK,
2018,3,DUŃSKIE,f,55-59,84,DNK,DNK,
2018,3,DUŃSKIE,m,50-54,214,DNK,DNK,
2018,3,DUŃSKIE,m,65+,233,DNK,DNK,
2018,3,DUŃSKIE,m,45-49,151,DNK,DNK,
2018,3,DUŃSKIE,m,25-29,52,DNK,DNK,
2018,3,DUŃSKIE,m,60-64,120,DNK,DNK,
2018,3,DUŃSKIE,m,30-34,64,DNK,DNK,
2018,3,DUŃSKIE,m,40-44,137,DNK,DNK,
2018,3,DUŃSKIE,m,55-59,144,DNK,DNK,
2018,3,DUŃSKIE,m,20-24,28,DNK,DNK,
2018,3,DUŃSKIE,f,20-24,25,DNK,DNK,
2018,3,DUŃSKIE,f,17,50,DNK,DNK,
2018,3,DUŃSKIE,f,30-34,21,DNK,DNK,
2018,3,DUŃSKIE,f,40-44,41,DNK,DNK,
2018,3,DUŃSKIE,f,50-54,83,DNK,DNK,
2018,3,DUŃSKIE,f,45-49,63,DNK,DNK,
2018,3,DUŃSKIE,f,18-20,20,DNK,DNK,
2018,3,DUŃSKIE,m,17,48,DNK,DNK,
2018,3,DUŃSKIE,m,18-20,25,DNK,DNK,
2018,3,DŻIBUTYJSKIE,m,25-29,1,DJI,DJI,
2018,3,EGIPSKIE,m,40-44,34,EGY,EGY,
2018,3,EGIPSKIE,f,30-34,9,EGY,EGY,
2018,3,EGIPSKIE,m,25-29,83,EGY,EGY,
2018,3,EGIPSKIE,m,20-24,17,EGY,EGY,
2018,3,EGIPSKIE,m,17,16,EGY,EGY,
2018,3,EGIPSKIE,m,30-34,97,EGY,EGY,
2018,3,EGIPSKIE,f,18-20,2,EGY,EGY,
2018,3,EGIPSKIE,m,35-39,52,EGY,EGY,
2018,3,EGIPSKIE,m,50-54,3,EGY,EGY,
2018,3,EGIPSKIE,m,18-20,6,EGY,EGY,
2018,3,EGIPSKIE,f,17,15,EGY,EGY,
2018,3,EGIPSKIE,f,25-29,8,EGY,EGY,
2018,3,EGIPSKIE,f,35-39,6,EGY,EGY,
2018,3,EGIPSKIE,f,60+,2,EGY,EGY,
2018,3,EGIPSKIE,f,20-24,1,EGY,EGY,
2018,3,EGIPSKIE,f,40-44,2,EGY,EGY,
2018,3,EGIPSKIE,m,45-49,12,EGY,EGY,
2018,3,EGIPSKIE,m,55-59,2,EGY,EGY,
2018,3,EKWADORSKIE,m,30-34,3,ECU,ECU,
2018,3,EKWADORSKIE,m,65+,2,ECU,ECU,
2018,3,EKWADORSKIE,m,55-59,1,ECU,ECU,
2018,3,EKWADORSKIE,f,20-24,3,ECU,ECU,
2018,3,EKWADORSKIE,f,18-20,2,ECU,ECU,
2018,3,EKWADORSKIE,f,30-34,4,ECU,ECU,
2018,3,EKWADORSKIE,f,35-39,2,ECU,ECU,
2018,3,EKWADORSKIE,f,25-29,1,ECU,ECU,
2018,3,EKWADORSKIE,f,40-44,1,ECU,ECU,
2018,3,EKWADORSKIE,m,40-44,2,ECU,ECU,
2018,3,EKWADORSKIE,m,20-24,3,ECU,ECU,
2018,3,EKWADORSKIE,m,25-29,1,ECU,ECU,
2018,3,EKWADORSKIE,m,35-39,1,ECU,ECU,
2018,3,EKWADORSKIE,m,17,1,ECU,ECU,
2018,3,ERYTREJSKIE,f,30-34,1,ERI,ERI,
2018,3,ERYTREJSKIE,m,35-39,1,ERI,ERI,
2018,3,ESTOŃSKIE,m,25-29,12,EST,EST,
2018,3,ESTOŃSKIE,f,35-39,27,EST,EST,
2018,3,ESTOŃSKIE,f,25-29,12,EST,EST,
2018,3,ESTOŃSKIE,f,30-34,25,EST,EST,
2018,3,ESTOŃSKIE,m,45-49,12,EST,EST,
2018,3,ESTOŃSKIE,m,30-34,25,EST,EST,
2018,3,ESTOŃSKIE,f,20-24,6,EST,EST,
2018,3,ESTOŃSKIE,f,17,9,EST,EST,
2018,3,ESTOŃSKIE,f,55-59,7,EST,EST,
2018,3,ESTOŃSKIE,f,50-54,12,EST,EST,
2018,3,ESTOŃSKIE,f,40-44,16,EST,EST,
2018,3,ESTOŃSKIE,m,35-39,18,EST,EST,
2018,3,ESTOŃSKIE,m,17,10,EST,EST,
2018,3,ESTOŃSKIE,m,20-24,5,EST,EST,
2018,3,ESTOŃSKIE,m,40-44,4,EST,EST,
2018,3,ESTOŃSKIE,m,50-54,10,EST,EST,
2018,3,ESTOŃSKIE,m,65+,3,EST,EST,
2018,3,ESTOŃSKIE,f,60+,5,EST,EST,
2018,3,ESTOŃSKIE,f,18-20,2,EST,EST,
2018,3,ESTOŃSKIE,f,45-49,6,EST,EST,
2018,3,ESTOŃSKIE,m,60-64,2,EST,EST,
2018,3,ESTOŃSKIE,m,55-59,3,EST,EST,
2018,3,ETIOPSKIE,m,35-39,4,ETH,ETH,
2018,3,ETIOPSKIE,f,18-20,2,ETH,ETH,
2018,3,ETIOPSKIE,f,20-24,2,ETH,ETH,
2018,3,ETIOPSKIE,f,25-29,3,ETH,ETH,
2018,3,ETIOPSKIE,f,30-34,2,ETH,ETH,
2018,3,ETIOPSKIE,m,25-29,2,ETH,ETH,
2018,3,ETIOPSKIE,m,30-34,2,ETH,ETH,
2018,3,ETIOPSKIE,m,20-24,3,ETH,ETH,
2018,3,ETIOPSKIE,m,18-20,1,ETH,ETH,
2018,3,FILIPIŃSKIE,f,25-29,48,PHL,PHL,
2018,3,FILIPIŃSKIE,f,30-34,40,PHL,PHL,
2018,3,FILIPIŃSKIE,f,20-24,12,PHL,PHL,
2018,3,FILIPIŃSKIE,f,35-39,29,PHL,PHL,
2018,3,FILIPIŃSKIE,f,40-44,18,PHL,PHL,
2018,3,FILIPIŃSKIE,m,30-34,14,PHL,PHL,
2018,3,FILIPIŃSKIE,m,35-39,16,PHL,PHL,
2018,3,FILIPIŃSKIE,m,18-20,2,PHL,PHL,
2018,3,FILIPIŃSKIE,f,17,9,PHL,PHL,
2018,3,FILIPIŃSKIE,m,17,9,PHL,PHL,
2018,3,FILIPIŃSKIE,m,20-24,2,PHL,PHL,
2018,3,FILIPIŃSKIE,f,18-20,3,PHL,PHL,
2018,3,FILIPIŃSKIE,f,45-49,2,PHL,PHL,
2018,3,FILIPIŃSKIE,f,60+,2,PHL,PHL,
2018,3,FILIPIŃSKIE,f,50-54,2,PHL,PHL,
2018,3,FILIPIŃSKIE,m,25-29,11,PHL,PHL,
2018,3,FILIPIŃSKIE,m,55-59,3,PHL,PHL,
2018,3,FILIPIŃSKIE,m,40-44,7,PHL,PHL,
2018,3,FILIPIŃSKIE,m,50-54,2,PHL,PHL,
2018,3,FILIPIŃSKIE,m,45-49,3,PHL,PHL,
2018,3,FIŃSKIE,f,35-39,53,FIN,FIN,
2018,3,FIŃSKIE,m,25-29,97,FIN,FIN,
2018,3,FIŃSKIE,f,45-49,43,FIN,FIN,
2018,3,FIŃSKIE,f,50-54,29,FIN,FIN,
2018,3,FIŃSKIE,f,25-29,67,FIN,FIN,
2018,3,FIŃSKIE,f,40-44,39,FIN,FIN,
2018,3,FIŃSKIE,m,50-54,55,FIN,FIN,
2018,3,FIŃSKIE,m,35-39,85,FIN,FIN,
2018,3,FIŃSKIE,m,30-34,107,FIN,FIN,
2018,3,FIŃSKIE,m,17,47,FIN,FIN,
2018,3,FIŃSKIE,m,55-59,46,FIN,FIN,
2018,3,FIŃSKIE,m,45-49,77,FIN,FIN,
2018,3,FIŃSKIE,m,40-44,72,FIN,FIN,
2018,3,FIŃSKIE,m,20-24,28,FIN,FIN,
2018,3,FIŃSKIE,m,65+,94,FIN,FIN,
2018,3,FIŃSKIE,f,18-20,16,FIN,FIN,
2018,3,FIŃSKIE,f,17,49,FIN,FIN,
2018,3,FIŃSKIE,f,30-34,71,FIN,FIN,
2018,3,FIŃSKIE,f,20-24,24,FIN,FIN,
2018,3,FIŃSKIE,f,55-59,31,FIN,FIN,
2018,3,FIŃSKIE,m,18-20,9,FIN,FIN,
2018,3,FIŃSKIE,m,60-64,41,FIN,FIN,
2018,3,FIŃSKIE,f,60+,75,FIN,FIN,
2018,3,FRANCUSKIE,m,25-29,504,FRA,FRA,
2018,3,FRANCUSKIE,m,50-54,572,FRA,FRA,
2018,3,FRANCUSKIE,m,45-49,686,FRA,FRA,
2018,3,FRANCUSKIE,m,65+,587,FRA,FRA,
2018,3,FRANCUSKIE,m,55-59,385,FRA,FRA,
2018,3,FRANCUSKIE,m,60-64,286,FRA,FRA,
2018,3,FRANCUSKIE,m,35-39,690,FRA,FRA,
2018,3,FRANCUSKIE,m,30-34,665,FRA,FRA,
2018,3,FRANCUSKIE,m,40-44,621,FRA,FRA,
2018,3,FRANCUSKIE,f,25-29,229,FRA,FRA,
2018,3,FRANCUSKIE,f,17,458,FRA,FRA,
2018,3,FRANCUSKIE,f,55-59,154,FRA,FRA,
2018,3,FRANCUSKIE,f,45-49,287,FRA,FRA,
2018,3,FRANCUSKIE,m,17,467,FRA,FRA,
2018,3,FRANCUSKIE,f,35-39,257,FRA,FRA,
2018,3,FRANCUSKIE,f,30-34,224,FRA,FRA,
2018,3,FRANCUSKIE,m,18-20,120,FRA,FRA,
2018,3,FRANCUSKIE,f,40-44,218,FRA,FRA,
2018,3,FRANCUSKIE,f,20-24,178,FRA,FRA,
2018,3,FRANCUSKIE,f,60+,332,FRA,FRA,
2018,3,FRANCUSKIE,f,50-54,213,FRA,FRA,
2018,3,FRANCUSKIE,f,18-20,120,FRA,FRA,
2018,3,FRANCUSKIE,m,20-24,180,FRA,FRA,
2018,3,GABOŃSKIE,f,35-39,1,GAB,GAB,
2018,3,GABOŃSKIE,m,17,1,GAB,GAB,
2018,3,GAMBIJSKIE,f,35-39,2,GMB,GMB,
2018,3,GAMBIJSKIE,m,25-29,2,GMB,GMB,
2018,3,GAMBIJSKIE,m,35-39,3,GMB,GMB,
2018,3,GAMBIJSKIE,m,30-34,1,GMB,GMB,
2018,3,GHAŃSKIE,m,35-39,2,GHA,GHA,
2018,3,GHAŃSKIE,m,25-29,7,GHA,GHA,
2018,3,GHAŃSKIE,m,20-24,8,GHA,GHA,
2018,3,GHAŃSKIE,m,40-44,2,GHA,GHA,
2018,3,GHAŃSKIE,f,25-29,5,GHA,GHA,
2018,3,GHAŃSKIE,f,30-34,2,GHA,GHA,
2018,3,GHAŃSKIE,f,20-24,3,GHA,GHA,
2018,3,GHAŃSKIE,f,35-39,1,GHA,GHA,
2018,3,GHAŃSKIE,m,30-34,4,GHA,GHA,
2018,3,GHAŃSKIE,m,45-49,1,GHA,GHA,
2018,3,GRECKIE,m,25-29,98,GRC,GRC,
2018,3,GRECKIE,m,20-24,26,GRC,GRC,
2018,3,GRECKIE,f,25-29,46,GRC,GRC,
2018,3,GRECKIE,f,35-39,37,GRC,GRC,
2018,3,GRECKIE,m,40-44,99,GRC,GRC,
2018,3,GRECKIE,m,35-39,153,GRC,GRC,
2018,3,GRECKIE,m,30-34,121,GRC,GRC,
2018,3,GRECKIE,f,40-44,21,GRC,GRC,
2018,3,GRECKIE,f,30-34,37,GRC,GRC,
2018,3,GRECKIE,m,45-49,104,GRC,GRC,
2018,3,GRECKIE,m,50-54,124,GRC,GRC,
2018,3,GRECKIE,m,65+,570,GRC,GRC,
2018,3,GRECKIE,f,20-24,24,GRC,GRC,
2018,3,GRECKIE,f,55-59,44,GRC,GRC,
2018,3,GRECKIE,m,60-64,153,GRC,GRC,
2018,3,GRECKIE,m,55-59,127,GRC,GRC,
2018,3,GRECKIE,f,60+,394,GRC,GRC,
2018,3,GRECKIE,f,17,20,GRC,GRC,
2018,3,GRECKIE,f,45-49,22,GRC,GRC,
2018,3,GRECKIE,m,17,20,GRC,GRC,
2018,3,GRECKIE,m,18-20,4,GRC,GRC,
2018,3,GRECKIE,f,50-54,25,GRC,GRC,
2018,3,GRECKIE,f,18-20,5,GRC,GRC,
2018,3,GRENADYJSKIE,m,45-49,1,GRD,GRD,
2018,3,GRUZIŃSKIE,f,17,19,GEO,GEO,
2018,3,GRUZIŃSKIE,f,30-34,35,GEO,GEO,
2018,3,GRUZIŃSKIE,m,17,30,GEO,GEO,
2018,3,GRUZIŃSKIE,m,35-39,191,GEO,GEO,
2018,3,GRUZIŃSKIE,m,25-29,169,GEO,GEO,
2018,3,GRUZIŃSKIE,f,35-39,31,GEO,GEO,
2018,3,GRUZIŃSKIE,f,18-20,12,GEO,GEO,
2018,3,GRUZIŃSKIE,f,20-24,25,GEO,GEO,
2018,3,GRUZIŃSKIE,f,40-44,36,GEO,GEO,
2018,3,GRUZIŃSKIE,f,45-49,24,GEO,GEO,
2018,3,GRUZIŃSKIE,f,60+,7,GEO,GEO,
2018,3,GRUZIŃSKIE,f,25-29,37,GEO,GEO,
2018,3,GRUZIŃSKIE,m,18-20,27,GEO,GEO,
2018,3,GRUZIŃSKIE,m,55-59,42,GEO,GEO,
2018,3,GRUZIŃSKIE,m,40-44,169,GEO,GEO,
2018,3,GRUZIŃSKIE,m,45-49,97,GEO,GEO,
2018,3,GRUZIŃSKIE,m,50-54,75,GEO,GEO,
2018,3,GRUZIŃSKIE,m,30-34,205,GEO,GEO,
2018,3,GRUZIŃSKIE,m,20-24,104,GEO,GEO,
2018,3,GRUZIŃSKIE,m,65+,1,GEO,GEO,
2018,3,GRUZIŃSKIE,f,55-59,12,GEO,GEO,
2018,3,GRUZIŃSKIE,f,50-54,14,GEO,GEO,
2018,3,GRUZIŃSKIE,m,60-64,11,GEO,GEO,
2018,3,GUJAŃSKIE,m,20-24,1,GUY,GUY,
2018,3,GUJAŃSKIE,f,35-39,1,GUY,GUY,
2018,3,GUJAŃSKIE,m,17,1,GUY,GUY,
2018,3,GWATEMALSKIE,m,50-54,1,GTM,GTM,
2018,3,GWATEMALSKIE,f,25-29,2,GTM,GTM,
2018,3,GWATEMALSKIE,f,30-34,1,GTM,GTM,
2018,3,GWATEMALSKIE,m,20-24,2,GTM,GTM,
2018,3,GWATEMALSKIE,m,30-34,5,GTM,GTM,
2018,3,GWATEMALSKIE,m,35-39,2,GTM,GTM,
2018,3,GWINEA BISSAU,m,25-29,1,GNB,GNB,
2018,3,GWINEA RÓWNIKOWA,m,20-24,1,GNQ,GNQ,
2018,3,GWINEJSKIE,m,55-59,1,GIN,GIN,
2018,3,GWINEJSKIE,f,25-29,2,GIN,GIN,
2018,3,GWINEJSKIE,f,20-24,1,GIN,GIN,
2018,3,GWINEJSKIE,m,25-29,5,GIN,GIN,
2018,3,GWINEJSKIE,m,30-34,2,GIN,GIN,
2018,3,GWINEJSKIE,m,20-24,2,GIN,GIN,
2018,3,HAITAŃSKIE,m,30-34,1,HTI,HTI,
2018,3,HAITAŃSKIE,m,40-44,1,HTI,HTI,
2018,3,HAITAŃSKIE,f,17,1,HTI,HTI,
2018,3,HISZPAŃSKIE,m,30-34,765,ESP,ESP,
2018,3,HISZPAŃSKIE,m,35-39,641,ESP,ESP,
2018,3,HISZPAŃSKIE,f,35-39,230,ESP,ESP,
2018,3,HISZPAŃSKIE,f,20-24,141,ESP,ESP,
2018,3,HISZPAŃSKIE,f,18-20,59,ESP,ESP,
2018,3,HISZPAŃSKIE,f,30-34,270,ESP,ESP,
2018,3,HISZPAŃSKIE,f,40-44,161,ESP,ESP,
2018,3,HISZPAŃSKIE,f,50-54,72,ESP,ESP,
2018,3,HISZPAŃSKIE,f,45-49,115,ESP,ESP,
2018,3,HISZPAŃSKIE,m,20-24,133,ESP,ESP,
2018,3,HISZPAŃSKIE,m,25-29,586,ESP,ESP,
2018,3,HISZPAŃSKIE,m,50-54,178,ESP,ESP,
2018,3,HISZPAŃSKIE,m,40-44,474,ESP,ESP,
2018,3,HISZPAŃSKIE,m,45-49,270,ESP,ESP,
2018,3,HISZPAŃSKIE,m,55-59,121,ESP,ESP,
2018,3,HISZPAŃSKIE,m,17,149,ESP,ESP,
2018,3,HISZPAŃSKIE,f,25-29,294,ESP,ESP,
2018,3,HISZPAŃSKIE,f,17,140,ESP,ESP,
